,X,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,county,hhuid,index.y,benefits_received,benefits_received1,benefits_received2,benefits_received3,benefits_received4,benefit_rank1,benefit_rank2,benefit_rank3,fair_distributed,opinion_represented,ccy_satisfaction,ccy_communication,communication_neighbours,receive_info1,receive_info2,receive_info3,receive_info4,receive_info5,receive_info6,receive_info7,receive_info8,other_communication,trust_revenue,support_traditional,received_bursary,other_got_bursary,transport_impact,transport_satisfaction,security_impact,security_satisfaction,bursaries_impact,bursaries_satisfaction,medical_impact,medical_satisfaction,rangelands_impact,rangelands_satisfaction,beadwork_impact,beadwork_satisfaction,mfi_impact,mfi_satsifaction,other_positive,other_positive_impact,other_satisfaction,neg_conservation_impact,neg_conservation_satisfaction,neg_security_impact,neg_security_satisfaction,neg_rangelands_impact,neg_rangelands_satisfaction,neg_other,neg_other_impact,neg_other.satisfaction,transport_impact1,transport_improve,security_impact1,security_improve,bursaries_impact1,bursaries_improve,medical_impact1,medical_improve,rangelands_impact1,rangelands_improve,beadwork_impact1,beadwork_improve,mfi_impact1,mfi_improve,conservation_impact1,conservation_improve,other_impact1,other_improve,general_wellbeing,agm,ccy_permenant_employ,ccy_casual_employ
2051,2051,nchimicho003,210,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,Samburu,903,210,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2052,2052,nchimicho003,210,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,Samburu,903,210,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2053,2053,nchook001,248,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,Samburu,941,248,4,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,2,3,1,1,2,2,2,2,2,1,2,NA,NA,NA,3,1,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1
2054,2054,nchook001,248,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,Samburu,941,248,4,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,2,3,1,1,2,2,2,2,2,1,2,NA,NA,NA,3,1,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1
2055,2055,nchook001,248,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,Samburu,248,248,4,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,2,3,1,1,2,2,2,2,2,1,2,NA,NA,NA,3,1,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1
2056,2056,nchook001,248,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,Samburu,248,248,4,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,2,3,1,1,2,2,2,2,2,1,2,NA,NA,NA,3,1,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1
2057,2057,nchook002,249,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,Samburu,942,249,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,2,2,3,2,1,2,1,2,NA,NA,NA,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2058,2058,nchook002,249,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,Samburu,942,249,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,2,2,3,2,1,2,1,2,NA,NA,NA,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2059,2059,nchook002,249,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,Samburu,249,249,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,2,2,3,2,1,2,1,2,NA,NA,NA,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2060,2060,nchook002,249,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,Samburu,249,249,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,2,2,3,2,1,2,1,2,NA,NA,NA,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2061,2061,nchook003,250,20/06/15,namunyak,ngilai,ngilai central,nchook,baseline,NRT,Samburu,943,250,1,NA,NA,NA,NA,NA,NA,NA,1,98,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,2,1,2,1,2,1,2,1,2,3,2,1,1,NA,NA,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2062,2062,nchook003,250,20/06/15,namunyak,ngilai,ngilai central,nchook,baseline,NRT,Samburu,943,250,1,NA,NA,NA,NA,NA,NA,NA,1,98,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,2,1,2,1,2,1,2,1,2,3,2,1,1,NA,NA,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2063,2063,nchook003,250,20/06/15,namunyak,ngilai,ngilai central,nchook,baseline,NRT,Samburu,250,250,1,NA,NA,NA,NA,NA,NA,NA,1,98,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,2,1,2,1,2,1,2,1,2,3,2,1,1,NA,NA,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2064,2064,nchook003,250,20/06/15,namunyak,ngilai,ngilai central,nchook,baseline,NRT,Samburu,250,250,1,NA,NA,NA,NA,NA,NA,NA,1,98,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,2,1,2,1,2,1,2,1,2,3,2,1,1,NA,NA,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2065,2065,nchoro nadua001,223,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,Samburu,223,223,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2066,2066,nchoro nadua001,223,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,Samburu,223,223,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2067,2067,nchoro nadua001,223,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,Samburu,916,223,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2068,2068,nchoro nadua001,223,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,Samburu,916,223,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2069,2069,nchoro nadua002,224,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,Samburu,917,224,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2070,2070,nchoro nadua002,224,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,Samburu,917,224,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2071,2071,nchoro nadua002,224,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,Samburu,224,224,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2072,2072,nchoro nadua002,224,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,Samburu,224,224,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2073,2073,nchoro nadua003,225,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,Samburu,225,225,1,NA,NA,NA,NA,NA,NA,NA,98,98,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2074,2074,nchoro nadua003,225,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,Samburu,225,225,1,NA,NA,NA,NA,NA,NA,NA,98,98,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2075,2075,nchoro nadua003,225,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,Samburu,918,225,1,NA,NA,NA,NA,NA,NA,NA,98,98,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2076,2076,nchoro nadua003,225,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,Samburu,918,225,1,NA,NA,NA,NA,NA,NA,NA,98,98,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2077,2077,ndaparani001,265,23/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,Samburu,265,265,2,3,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2
2078,2078,ndaparani001,265,23/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,Samburu,265,265,2,3,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2
2079,2079,ndaparani001,265,23/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,Samburu,958,265,2,3,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2
2080,2080,ndaparani001,265,23/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,Samburu,958,265,2,3,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2
2081,2081,ndaparani002,266,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,Samburu,266,266,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,1,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2082,2082,ndaparani002,266,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,Samburu,266,266,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,1,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2083,2083,ndaparani002,266,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,Samburu,959,266,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,1,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2084,2084,ndaparani002,266,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,Samburu,959,266,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,1,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2085,2085,ndaparani003,267,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,Samburu,960,267,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2086,2086,ndaparani003,267,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,Samburu,960,267,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2087,2087,ndaparani003,267,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,Samburu,267,267,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2088,2088,ndaparani003,267,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,Samburu,267,267,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2089,2089,ndikir eldepe001,217,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,Samburu,217,217,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2090,2090,ndikir eldepe001,217,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,Samburu,217,217,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2091,2091,ndikir eldepe001,217,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,Samburu,910,217,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2092,2092,ndikir eldepe001,217,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,Samburu,910,217,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2093,2093,ndikir eldepe002,218,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,Samburu,218,218,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2094,2094,ndikir eldepe002,218,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,Samburu,218,218,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2095,2095,ndikir eldepe002,218,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,Samburu,911,218,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2096,2096,ndikir eldepe002,218,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,Samburu,911,218,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2097,2097,ndikir eldepe003,219,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,Samburu,912,219,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2098,2098,ndikir eldepe003,219,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,Samburu,912,219,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2099,2099,ndikir eldepe003,219,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,Samburu,219,219,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2100,2100,ndikir eldepe003,219,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,Samburu,219,219,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2101,2101,ndikir eldepe004,220,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,Samburu,220,220,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2102,2102,ndikir eldepe004,220,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,Samburu,220,220,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
